,unnamed,Text,label,intensity
569,569," savageimiike one of my favorite songs brother, real talk.",anger,0.417
570,570, Controlling is a sign of those people promised in the in Surah Al Imran verses 133-134,anger,0.417
571,571, alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with,anger,0.417
572,572, the 1975 are playing antichrist why won't sundarakarma play hustle it's an,anger,0.417
573,573, TDsNation I blame how broken madden is this,anger,0.417
574,574," MMASOCCERFAN outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing",anger,0.417
575,575, Nahhhhhh konanplaydirty snap story has got me bussing up,anger,0.417
576,576," ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a",anger,0.417
577,577, skinkev let's,anger,0.417
578,578, If i could just get my line to block!,anger,0.417
579,579," BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury",anger,0.468
580,580," KevinI GGGBoxing SpecialKBrook pretty average, klitschko fury did about 600k and Joshua white did about",anger,0.417
581,581," WBIRSports They're still using his offense, up the middle 3X",anger,0.417
582,582, jessebwatters lol. Love it when you aggravate Juan. Keep up the good work.,anger,0.242
583,583, judahandthelion TONIGHT. Legit can't wait to rage,anger,0.417
584,584," Seeing got me thinking bout other rappers then I thought about LilTunechi dying, and burst into tears...",anger,0.417
585,585," donna_bellav SoniaRayS gig_aholic He looks especially lovely. Sadly, I do not *removes potentially indignant Mr D from",anger,0.417
586,586, my momma irritate me asking all these questions like gone,anger,0.417
587,587, The bubble has officially burst. 98 boys to beat for the trophy and all the glory,anger,0.29
588,588," Daniel_Sankey hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But",anger,0.417
589,589," feistyarcher -trouble,' he feigned anger and gave her a look that told her to behave. He knew she wouldn't though, and that was one of",anger,0.417
590,590, JBCrewdotcom how his own fans insult,anger,0.417
591,591, I offend,anger,0.417
592,592, np rum,anger,0.417
593,593, Some bloke on the train who's obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the,anger,0.434
594,594, should not be a 'model' for,anger,0.417
595,595, TheDTSB trubble1127 nflnetwork I agree but our offense was ass after the second half td score on the first,anger,0.417
596,596," RealPaulWalker R.I.P Paul, furious 8 can't",anger,0.254
597,597," Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into",anger,0.417
598,598," If you let a general tweet offend you, you definitely shouldn't be on",anger,0.417
599,599," As your own lives in order to complete our amazing life journey successfully, it is there.",anger,0.417
600,600, marthalyssa yep. LOL,anger,0.417
601,601, straight people are canoodling on the quad and,anger,0.417
602,602, remember when that guy got that i kept saying gary sanchez was the best baseball player in the world...,anger,0.417
603,603," What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did -",anger,0.417
604,604, everycolorbot more like every color looks the same,anger,0.396
605,605, My husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for SJ NHL/AHL,anger,0.396
606,606," ParrishWalton kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize",anger,0.396
607,607, UnknownAndYoung â€” a low growl escaping him. Oh,anger,0.396
608,608, RiotzXVl papercuts sting and stub ur toe last for like 10,anger,0.396
609,609, I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits,anger,0.396
610,610, Love how Megan is raging about this Kendall Jenner photo and I'm sat here like,anger,0.396
611,611, josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White,anger,0.396
612,612, Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin,anger,0.427
613,613," Y'all really insult coz of soccer??? Lmao,",anger,0.396
614,614, What terrible thing to see and have no vision- Helen Keller- -Begin with the end in mind- Stephen Covey-,anger,0.396
615,615, StarFlowerz17 DreamerAbe Nicole and Cory is why she was,anger,0.396
616,616, rumanaa_r DaiIyRoasts what did I do to offend you?,anger,0.396
617,617, What terrible thing to see and have no vision- Helen Keller- -Begin with the end in mind- Stephen Covey-,anger,0.396
618,618," The bitter the battle, the sweeter the",anger,0.396
619,619, i resent biting my,anger,0.396
620,620, You can't fight the elephants until you have wrestled the pigs.,anger,0.396
621,621, People often grudge others what they cannot enjoy,anger,0.396
622,622, SarahMi40605180 kaileighhxo sorry to burst the bubble but there was never any illusion,anger,0.396
623,623," jaybusbee Well, not Archie. No offense but he's kinda",anger,0.396
624,624, Scored madden 13 on vita for $20AU today. Bloke didn't know what he had. I'd have happily paid $70 my only ever bargain!,anger,0.396
625,625, Now they fret about scuffs. I'll take scuffs (whichâ€¦come in) for a phone I can use wet handed or drop in a toilet any,anger,0.396
626,626," If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only",anger,0.396
627,627, Congress acting indignant over the pricing is quite disingenuous since they craft the laws that allow such,anger,0.396
628,628," ToddDoug Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous",anger,0.396
629,629, WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) RandyOrton HeymanHustle,anger,0.396
630,630, edquinn63 how can you even forget to pick ur fave child up from,anger,0.396
631,631," Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it",anger,0.396
632,632, St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach,anger,0.396
633,633, warFarePower dip it in boiling,anger,0.396
634,634, I have a rage rage ep 2 coming out soon I'll keep you posted on it,anger,0.422
635,635," When anger rises, think of the consequences.",anger,0.433
636,636, New madden kicking,anger,0.396
637,637, I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows.,anger,0.396
638,638, When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to,anger,0.396
639,639, schneiderlin taking his revenge for the 2,anger,0.396
640,640, JustinRow10 dude the new madden 17?,anger,0.231
641,641, you are an angry glass of,anger,0.375
642,642, one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome,anger,0.435
643,643," be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the",anger,0.255
644,644, Time wounds all heels.,anger,0.375
645,645, TehShockwave turn that grumpy frown upside-down You did something next to impossible,anger,0.375
646,646, you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and,anger,0.375
647,647, The most important thing to is to hold your,anger,0.375
648,648, Gotta wonder why Caller Max listens to the show in the first place if you so incense him,anger,0.375
649,649, I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little,anger,0.375
650,650, doing some testing with my current earth burst,anger,0.375
651,651," If my luck the rest of Fall goes anything like today, I think I'm going to like this season.",anger,0.375
652,652," also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of",anger,0.375
653,653," sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't",anger,0.375
654,654," â€œDo not fret if you are not cool! Humans who follow me, become instantly cool!â€",anger,0.375
655,655," rabpeel snap, seems to be a problem",anger,0.375
656,656, the last of,anger,0.356
657,657, Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween,anger,0.375
658,658," GreyTheTick But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't",anger,0.375
659,659, The best revenge is massive success. â€“Frank,anger,0.375
660,660," Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the",anger,0.375
661,661, I need to stop second guess myself and just go with the first thought and go with it.,anger,0.425
662,662, We worship at Your feet Where wrath and mercy meet And a guilty world is washed By love's pure stream â€”Graham,anger,0.375
663,663," Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti",anger,0.37
664,664," â€œHe who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.â€ P16:32",anger,0.314
665,665," Holding a grudge on someone will stop your blessings from God ,learn to forgive forget",anger,0.375
666,666, Why does Candice constantly pout,anger,0.375
667,667," pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff,",anger,0.375
668,668, Nor hell a fury like a woman scorned -- William,anger,0.375
669,669, That is at least the 3rd time the balls been burst in our,anger,0.375
670,670, stoozyboy1 chris_sutton73 Oh the zombie rage,anger,0.375
671,671, Prayers Protection to our brothers and sisters fighting in,anger,0.375
672,672, wcsportscamp I lol'ed. Privileged exasperation should be bottled and,anger,0.375
673,673, Finally made my guide. Let me know your,anger,0.375
674,674, evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me,anger,0.375
675,675, JustPyroNow are you gonna do any kind of community raids when wrath of the machine,anger,0.375
676,676," Nurse practitioner: 'you look pretty bad. No offense of course.' Thank you, that really added that spark of positivity I needed",anger,0.444
677,677, dlrwills turn that frown upside down buddy,anger,0.375
678,678," SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be",anger,0.375
679,679, and apparently he's supposed to have a Scottish accent???,anger,0.375
680,680," PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you",anger,0.375
681,681," RichardHBell Yes, I think he held a grudge",anger,0.375
682,682, I can't guess if you holding a grudge against the,anger,0.425
683,683, JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the,anger,0.354
684,684, LisaAsquithtobe craig8710 WayneHaselden june65wigan everyone is against wigan because we are the biggest,anger,0.354
685,685," lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic)",anger,0.354
686,686, GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED,anger,0.354
687,687, Tonight's episode GAVE ME LIFE! Yaassss queens!,anger,0.2
688,688, Kim_is__bored exactly what I have been saying on,anger,0.354
689,689, my wasp sting is so,anger,0.356
690,690," -- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat. --",anger,0.322
691,691, srry my feelings offend u,anger,0.354
692,692, Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st,anger,0.354
693,693, I can't even right now,anger,0.354
694,694, Asian Tiger are so relentless. More aggressive than the kind I dealt w/as a,anger,0.354
695,695, Sometimes the best motivations come from 'proving them wrong',anger,0.354
696,696, LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these,anger,0.328
697,697," Are you lost in the fury, fearing that you'll",anger,0.354
698,698, I need a AnzalduaG olive guarded lexiereid369 and a,anger,0.354
699,699, my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :),anger,0.354
700,700, The_Nasty_P now you gotta do that with fast n,anger,0.354
701,701, notquitefrodo dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time,anger,0.354
702,702, i love that tay tiff are just sitting at my house while i'm at work,anger,0.354
703,703," â€œHe who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.â€ P16:32",anger,0.354
704,704," MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die",anger,0.354
705,705, Skipping meals is the national way of showing and .,anger,0.354
706,706," {Strong hands moving to firmly grope each of WhimsicallyWild's thighs, squeezing as her digging nails extract a growl from",anger,0.354
707,707, l1ght__eyes u tried boiling em takes years,anger,0.354
708,708, RLH2606 if u know who died.. I would also burst out crying.... From JOY!!!,anger,0.354
709,709, CrayonToCrayon SueScoby It's always fun to anger 'All the Old Dudes.' with Rock N' Roll,anger,0.354
710,710, being bitter only hurts yourself,anger,0.354
711,711, Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're,anger,0.354
712,712, A wise man told me that holdin' a grudge is like Letting somebody just live inside of your head rent,anger,0.354
713,713, Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.,anger,0.354
714,714, BarackObama I love Lizzy Warren's latest rage against Wall,anger,0.177
715,715, When you forget to mention you were bought dreamboys tickets,anger,0.354
716,716, Praying for the to keep away from your heart is a sign of,anger,0.354
717,717, My little sister sure can hold a grudge,anger,0.333
718,718," ShieldsCap Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped",anger,0.333
719,719, one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing,anger,0.333
720,720, snap music kept me from running into traffic,anger,0.333
721,721," When anger rises, think of the consequences.",anger,0.333
722,722, Never make a when you're and never make a when you're,anger,0.333
723,723, Keep in mind. We're all weak. Don't insult people just because they're,anger,0.333
724,724, TDsNation i watch all your videos but i like madden,anger,0.333
725,725, Projection is perception. See it in someone else? You also at some level have that within you.,anger,0.333
726,726, So Rangers v Celtic ll,anger,0.333
727,727, lethargytyler ehhh I guess. I want to everyone I've ever burst out laughing in front,anger,0.333
728,728, kateracculia themathofyou It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the,anger,0.333
729,729, KodieBurch yesss..apparently you've been popular on snap,anger,0.333
730,730, When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no,anger,0.333
731,731, EAMaddenNFL EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know,anger,0.333
732,732," and sessions. Sweaty, burning but sooooooo good!",anger,0.333
733,733, jamiesonhelen MarianKeyes all three of my agin's on the pout,anger,0.296
734,734, Anger is cheap and politeness is expensive. Don't expect everybody to be polite.,anger,0.333
735,735, don't give someone power by letting their words offend,anger,0.333
736,736," Rt yoelamite i need that one back, that whole cd was hard, the one with a flew through, rhyme flow, n the 1 u speak on the",anger,0.333
737,737, Lot 100 would give Ghandi road,anger,0.333
738,738, StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about,anger,0.333
739,739," How can I tell Happy Anniversary, when u are not happy..",anger,0.341
740,740, I love when pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss her,anger,0.333
741,741, when you find out the initiative isn't even a thing,anger,0.312
742,742," All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous",anger,0.312
743,743, This all resent problem is save ImranKhanPTI,anger,0.312
744,744, seek Old of chasing resultin in within,anger,0.312
745,745, RealJeffsdomain Wolfpack theme and trons and sting wore the wolf,anger,0.312
746,746," MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now",anger,0.172
747,747, Anger is cheap and politeness is expensive. Don't expect everybody to be polite.,anger,0.312
748,748, JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks,anger,0.389
749,749, I'm just doing what u should b doing just minding my business and grinding relentless,anger,0.312
750,750, Holding a doesn't make you it makes you doesn't make you it sets you,anger,0.312
751,751, pianimadi regarde tes,anger,0.312
752,752, Standard Candice starting the show with a pout,anger,0.33
753,753," Klipto the orange one is and You shouldn't judge the one by how it looks but by how it tastes,",anger,0.312
754,754, Who got madden 17 or 2k17 ps4 add TrackdawgT lets run,anger,0.312
755,755, I wish the next madden has a story mode too. Just like Fifa 17,anger,0.312
756,756, MetsProspectHub brianpmangan taking offense to acount...he ranks 32 of 36 over last 2 years by,anger,0.312
757,757, justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiles these,anger,0.312
758,758, The_Boxing_Hub Klitschko over fury any day,anger,0.312
759,759, The best revenge is massive,anger,0.312
760,760," Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns",anger,0.312
761,761, Houston might lose a coach tomorrow or by midnight.,anger,0.312
762,762," Well, the lines for Sweden's goals sure",anger,0.312
763,763, Don't get get,anger,0.312
764,764, Don't be,anger,0.292
765,765, Went n a bodega 4 incense lookd the sis behind the counter it was like a mirror she said where u from I said here she said no,anger,0.185
766,766, Recommended reading: Prisoners of Hate by Aaron,anger,0.292
767,767, CharlotteBnntt that's the joke. I know it's,anger,0.222
768,768, Leveled at the half. Much better offense expected in the second,anger,0.182
769,769, sueblue35 nsoz7 immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a,anger,0.292
770,770, sippin wondering I finally gave in 3 haha - ...its because,anger,0.292
771,771, One of my favorite classic cars is the Plymouth,anger,0.292
772,772," As your own lives in order to complete our amazing life journey successfully, it is",anger,0.357
773,773, Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou,anger,0.292
774,774, Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get,anger,0.292
775,775, I wish the next madden has a story mode too. Just like Fifa,anger,0.292
776,776, ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can,anger,0.304
777,777, intensity that sydneyswans play at is extraordinary,anger,0.292
778,778, Need a new outlet,anger,0.292
779,779, I need a AnzalduaG olive guarded lexiereid369 and a,anger,0.271
780,780, leener00 libbyfloyd1 G_Eazy my snap is andriaprebles,anger,0.271
781,781, Colors of the leaves are- changing. Heatwaves in LA still- raging. Lattes made in batches. Visit pumpkin patches.,anger,0.271
782,782, shopgreenwich what shall we do this weekend? in with SNUB23,anger,0.271
783,783," It takes a man to suffer ignorance and smile. Be yourself, no matter what they",anger,0.271
784,784," FrizzeyesJr meeee, i'm lvl 320 and i have not a single",anger,0.271
785,785, _Inferno217_ PaladinsGame ummm that dragons fury,anger,0.271
786,786, NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just,anger,0.271
787,787, jetmissTee I thought I peeped him on your snap. That's the homie,anger,0.271
788,788, pbump AndyRichter My heart goes out to that woman for the indignity of what she is sitting,anger,0.271
789,789, You can't fight the elephants until you have wrestled the pigs.,anger,0.271
790,790, serendipity127_ zombiecalorie Angel_Eyes66 I'm sensing a theme here tho,anger,0.271
791,791, ESPN just assumed I wanted their free,anger,0.271
792,792," If my luck the rest of Fall goes anything like today, I think I'm going to like this season.",anger,0.271
793,793, These jerseys look like some whack ones that you tried to make when you made custom jerseys on,anger,0.271
794,794, DMAnthonyJoseph TheClumpany No grudge. Only truth in,anger,0.271
795,795," Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on",anger,0.271
796,796, 630am meeting Olympic House .,anger,0.271
797,797, Houston might lose a coach tomorrow or by midnight.,anger,0.271
798,798, It's easy to hold a grudge harder to let,anger,0.295
799,799, Prayers Protection to our brothers and sisters fighting in,anger,0.189
800,800,nan,anger,0.25
801,801, Happiness is the best,anger,0.25
802,802, I forgot about this nice area down here with the fiery,anger,0.25
803,803," It takes a man to suffer ignorance and smile. Be yourself, no matter what they say.",anger,0.25
804,804, KingNicky7 also madden isn't the funniest game to watch and if there isn't much happening it's,anger,0.25
805,805," Mm, okay. Ham for you and turkey for me.' Gives his hair a ruffle before heading back in the kitchen to set out the ;;",anger,0.25
806,806," Oh my. Watching It's been like,",anger,0.25
807,807, Like hello? I am your first born you must always laugh at my,anger,0.324
808,808, Sometimes the best motivations come from 'proving them wrong',anger,0.25
809,809, Tonight's episode GAVE ME LIFE! Yaassss queens!,anger,0.25
810,810, and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at,anger,0.229
811,811," If someone keeps at you, don't . At least u r giving .'",anger,0.229
812,812, wesrucker247 sounds like a good game plan for our,anger,0.202
813,813, The most important thing to is to hold your,anger,0.147
814,814, So Rangers v Celtic,anger,0.229
815,815, I think they may,anger,0.229
816,816, I should really study today for chemistry but playing madden is just way more,anger,0.208
817,817, i love the word fret so much and im in,anger,0.127
818,818, WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) RandyOrton,anger,0.208
819,819, Thursdays at 6pm Vespers Meditation sing or,anger,0.208
820,820, pray for my boy,anger,0.208
821,821, GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO,anger,0.208
822,822, snap: hiAleshia,anger,0.208
823,823, I need to stop second guess myself and just go with the first thought and go with,anger,0.208
824,824, 630am meeting Olympic House .,anger,0.208
825,825," ezlisteningdisc it doesn't offend me but it's just,,,",anger,0.188
826,826, Drop Snapchat names,anger,0.188
827,827, Follow me on Snapchat Carlabtst15,anger,0.188
828,828," I love when are busy in teaching how to while taking in a mall , their desication is immense love",anger,0.188
829,829, follow my girl tiff she only got 3,anger,0.188
830,830, Ms_HeartAttack peanut butter takes away the,anger,0.188
831,831, hate to see y'all frown but I'd rather see him smiling,anger,0.188
832,832, JaredLeto Jared +,anger,0.188
833,833, Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou,anger,0.188
834,834, ordered my vacation bathing suits. one less thing to fret,anger,0.188
835,835, Cheap pout my,anger,0.232
836,836, Ughhh love a clean house and my incense lit,anger,0.26
837,837, Follow me on Snapchat Carlabtst15,anger,0.167
838,838, Vale! Vale! Sip sangria and taste tantalizing tapas ElCidLA 's fiery flamenco nights!,anger,0.167
839,839," Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better!",anger,0.167
840,840, Love the new song I can't stop thinking about you by,anger,0.167
841,841," thomeagle Just to help maintain and boost our status as a world class centre for education, culture and",anger,0.167
842,842," savageimiike one of my favorite songs brother, real",anger,0.157
843,843, one month til someone's bday and i think it's time to flaunt that I got them something pretty,anger,0.143
844,844, Aurena1701 AngryOrchard he didn't sting me luckily. He just flew off happy and drunk.,anger,0.146
845,845," Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE",anger,0.146
846,846, EagleGiles23 tgilmore_92 what I,anger,0.146
847,847, Callidissima ahouseingotham wrath of khan is one of the best movies of all,anger,0.146
848,848, I'm girly in the sense that I always have lashes nails done but tomboy in the sense that black is my only color refuse the ruffle,anger,0.146
849,849, Follow up. Follow through. Be,anger,0.125
850,850, cburt43 turn that frown upside,anger,0.125
851,851, CorningFootball IT'S GAME DAY!!!! T MINUS,anger,0.125
852,852, rose incense are the best thing I've ever,anger,0.125
853,853, jaaames1993 Literally burst out,anger,0.067
854,854, Follow up. Follow through. Be .,anger,0.125
855,855, Wrinkles should merely hide where frown have been. - Mark,anger,0.125
856,856, Love the new song I can't stop thinking about you by,anger,0.083
857,857, ZubairSabirPTI pls dont insult the word,anger,0.479
858,858, ArcticFantasy I would have almost took offense to this if I actually snapped,anger,0.458
859,859, IllinoisLoyalty that Rutgers game was an abomination. An affront to God and man. We must never speak of it,anger,0.562
860,860," CozanGaming that's what lisa asked before she started raging at me, 'can I call you?'",anger,0.5
861,861, Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal,anger,0.708
862,862, Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison,anger,0.646
863,863, I think Sam_Canaday KYLEJDOWSON must actually have to be working like me dowson_brady because I havent got any snap chat videos,anger,0.25
864,864, My eyes have been dilated. I hate the world right now with the rage of a thousand fiery dragons. I need a,anger,0.812
865,865," huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates.",anger,0.682
866,866," huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect",anger,0.438
867,867," Yoshi_OnoChin can you please not have Canadian players play US players, that lag is atrocious.",anger,0.646
868,868, DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of,anger,0.726
869,869," Me being on my dean really saving a lot of ppl, bc I don't snap nomore it take so much out of",anger,0.348
870,870, Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted.,anger,0.417
871,871, Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you,anger,0.202
872,872," Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus?",anger,0.557
873,873," Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus?",anger,0.5
874,874, __NETFLIXNCHILL I fuck with madden way,anger,0.521
875,875, TrussElise Obama must be fuming..,anger,0.5
876,876, Hate when guys cant control their anger,anger,0.646
877,877," [ HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil",anger,0.5
878,878, Literally fuming fuck,anger,0.86
879,879, TrueAggieFan oh so that's where Brian was! Where was my,anger,0.438
880,880, TrueAggieFan oh so that's where Brian was! Where was my invite?,anger,0.417
881,881," DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more",anger,0.604
882,882, It's the most magical time of the year......Xmas party announced and the commences. Gotta love Silicon Valley,anger,0.429
883,883," LaureEve I am sitting here wrapped in a fluffy blanket, with incense burning, listening to Bon Iver and drinking mulled wine. I'm",anger,0.25
884,884, RevTrevK Wolfman93011 Daraidernation EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are,anger,0.586
885,885, I wouldn't have issues.....if she didn't have issues.....think about that one.,anger,0.5
886,886, isthataspider dhodgs i will fight this guy! Don't insult the lions like that! But seriously they kinda are.Wasted some of the best,anger,0.708
887,887, Everybody talking about 'the first day of fall' but summer '16 is never gonna die,anger,0.417
888,888, The rage has died,anger,0.438
889,889," Ananya just grabbed a bible, opened it, started reading, and then said 'where do they talk about burning",anger,0.417
890,890, All Brian does is sleep and aggravate,anger,0.833
891,891, komal_sidhnani true... They r burning with other's pleasure! Ppl in true love happiness everywhere,anger,0.312
892,892, pbhushan1 IndianExpress so in your opinion is this the worst delhi govt?,anger,0.708
893,893, pbhushan1 IndianExpress so in your opinion is this the worst delhi govt?,anger,0.526
894,894, i live and die for mchanzo honeymoon crashing and burning the second they move in,anger,0.479
895,895, For the first time in my madden career I just set up a farm account. Should make MOTM much,anger,0.271
896,896, LeonWobYP b***er off. NCFC is a grudge match,anger,0.542
897,897, Might just leave and aggravate,anger,0.417
898,898," Realest ever, relentless ever, inevitable that I",anger,0.415
899,899," Kik to trade, have fun or a conversation (kik: youraffair)",anger,0.241
900,900," Kik to trade, have fun or a conversation (kik: youraffair)",anger,0.167
901,901," You're so thirsty for the chance to disagree w/ the left, that you don't even realize when something is an affront to your bigoted",anger,0.5
902,902, S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived,anger,0.542
903,903, LiamCannon1 He's just too raging to type properly... Ha,anger,0.375
904,904, decent new,anger,0.125
905,905, Ok scrubbed hands 5 times before trying to put them in. Eyeballs accidentally scared the whilst,anger,0.604
906,906, Just joined and was sorted into HUFFLEPUFF,anger,0.708
907,907, Just joined and was sorted into HUFFLEPUFF,anger,0.438
908,908," reluctantnicko Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff",anger,0.427
909,909," I miss my gran singing Rawhide, in her deep baritone",anger,0.292
910,910, Having a baby born too soon is 6 years on and it feels like only yesterday,anger,0.375
911,911, Having a baby born too soon is 6 years on and it feels like only yesterday,anger,0.354
912,912, UKBlogAwards ModishMale I would always be honest but it's great to feedback opinion to the brand - don't want to offend them,anger,0.438
913,913, fluffysoftlouis no no. I insist that you give me your best insult,anger,0.562
914,914, SSheil coincidentally watched Ulzana's Raid last night - brutally indignant,anger,0.542
915,915, RealJamesWoods KennyCoble saddest part of this whole mess is that all of this is they should march 2 the,anger,0.667
916,916," Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people",anger,0.542
917,917," I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this",anger,0.25
918,918, Eat my ass' is no longer an,anger,0.438
919,919," Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this.",anger,0.708
920,920," Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this.",anger,0.518
921,921," MaddenFreestyle i turn the game on wanting to play madden, and before i load up a game i just turn it off",anger,0.5
922,922," marcavis AntisocialJW2 I've always been fiery, but never",anger,0.438
923,923," Taking umbrage because Jimmy Carr claimed that Bilbo Baggins went to Mordor on 8 out of 10 cats does Countdown. Know your Baggins',",anger,0.375
924,924," Anger, resentment, and hatred are the destroyer of your fortune",anger,0.396
